Product_ID,Sale_Date,Sales_Rep,Region,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel
1098,10/18/23,Eve,West,21,Furniture,725.03,828.95,New,0.045,Bank Transfer,Online
1070,3/4/23,Bob,South,15,Electronics,3653.66,3896.19,New,0.0075,Credit Card,Retail
1086,9/1/23,Charlie,West,17,Electronics,4075.08,4262.21,New,0.0425,Cash,Online
1011,1/25/23,Eve,North,22,Electronics,1324.52,1510.3,Returning,0.0375,Cash,Retail
1016,3/31/23,Eve,East,38,Electronics,3883.38,4152.72,Returning,0.065,Cash,Online
1097,3/16/23,David,South,35,Food,1958.49,2254.84,New,0.04,Credit Card,Online
1073,10/21/23,Alice,West,45,Furniture,2558.09,2958.55,New,0.02,Cash,Online
1059,7/29/23,Bob,South,16,Furniture,4287.21,4464.28,Returning,0.05,Credit Card,Retail
1070,12/13/23,Alice,West,8,Clothing,3762.27,4166.95,Returning,0.04,Bank Transfer,Online
1080,1/17/23,Bob,South,47,Furniture,4035.33,4211.25,Returning,0.0175,Bank Transfer,Online
1093,5/8/23,Bob,East,17,Furniture,727.38,764.54,Returning,0.0425,Credit Card,Retail
1003,12/30/23,Alice,East,17,Furniture,395.11,676.66,Returning,0.0625,Cash,Retail
1020,9/8/23,Eve,North,26,Clothing,4472.35,4770.42,New,0.0025,Credit Card,Retail
1059,6/28/23,Bob,North,13,Electronics,1969.78,2437.7,New,0.0475,Credit Card,Retail
1036,7/1/23,Alice,West,17,Furniture,1475,1840.77,Returning,0.025,Credit Card,Online
1019,6/1/23,Bob,East,38,Clothing,3637.25,4096.96,Returning,0.0225,Bank Transfer,Online
1090,1/25/23,Charlie,South,17,Clothing,4190.26,4645.35,New,0.03,Credit Card,Retail
1067,6/29/23,Eve,South,48,Food,4319.32,4625.56,Returning,0.025,Bank Transfer,Online
1019,7/17/23,David,South,14,Clothing,1614.19,1882.79,New,0.0625,Credit Card,Retail
1020,12/10/23,Bob,North,45,Electronics,4268.45,4551.6,New,0.02,Bank Transfer,Online
1096,6/10/23,Charlie,South,6,Furniture,252.62,742,New,0.055,Credit Card,Retail
1071,6/26/23,David,North,35,Clothing,295.82,684.67,New,0.0075,Credit Card,Online
1052,10/12/23,David,North,46,Electronics,3136.42,3198.49,Returning,0.0725,Cash,Retail
1033,3/4/23,Bob,West,14,Clothing,362.38,753.81,Returning,0.0475,Cash,Retail
1040,5/30/23,Alice,South,47,Clothing,1656.82,1750.38,New,0.0525,Credit Card,Online
1039,6/3/23,Bob,South,8,Clothing,3380.14,3609.34,Returning,0.0225,Credit Card,Online
1082,6/5/23,Charlie,East,15,Clothing,1719.47,1832.6,Returning,0.03,Credit Card,Online
1001,2/18/23,David,West,27,Clothing,939.02,1286.92,Returning,0.0175,Credit Card,Retail
1011,12/3/23,Bob,East,13,Electronics,1442.69,1882.57,Returning,0.07,Cash,Online
1092,3/25/23,Alice,West,49,Furniture,2315,2467.28,New,0.0375,Bank Transfer,Retail
1057,12/27/23,Bob,South,31,Furniture,2403.16,2453.35,Returning,0.0475,Credit Card,Online
1089,6/26/23,Eve,North,35,Furniture,3925.85,4082.11,New,0.055,Cash,Online
1050,5/28/23,Alice,North,6,Furniture,3763.26,4102.72,New,0.0275,Credit Card,Retail
1023,4/28/23,Charlie,North,5,Electronics,2311.25,2482.34,Returning,0.055,Credit Card,Retail
1031,12/8/23,David,North,22,Food,4236.05,4382.32,New,0.05,Bank Transfer,Online
1094,3/4/23,Bob,North,49,Food,615.47,715.84,Returning,0.0525,Credit Card,Retail
1042,7/8/23,Alice,East,23,Electronics,1314,1567.78,Returning,0.0375,Credit Card,Retail
1099,12/26/23,Eve,West,25,Electronics,4148.48,4293.69,New,0.0275,Bank Transfer,Online
1007,2/18/23,Alice,South,34,Clothing,1921.07,2289.27,Returning,0.0175,Bank Transfer,Retail
1016,11/23/23,Eve,East,26,Clothing,4906.85,4954.39,New,0.0625,Bank Transfer,Online
1090,9/14/23,Charlie,West,47,Clothing,2357.95,2693.33,New,0.045,Bank Transfer,Online
1060,8/12/23,David,North,5,Furniture,3970.08,4096.48,Returning,0.0325,Cash,Retail
1002,5/21/23,Charlie,West,26,Clothing,2041.42,2291.17,Returning,0.07,Cash,Online
1001,8/3/23,Bob,West,20,Food,2153.52,2303.7,Returning,0.0025,Cash,Retail
1048,7/30/23,Alice,North,6,Furniture,1945.27,2309.43,New,0.065,Credit Card,Online
1012,11/14/23,Eve,North,6,Clothing,3609.42,4082.62,Returning,0.075,Bank Transfer,Retail
1069,2/1/23,Eve,North,18,Furniture,2760.21,3219.58,New,0.0675,Bank Transfer,Retail
1037,6/7/23,Alice,South,4,Food,4721.7,5017.58,New,0.06,Cash,Retail
1032,10/12/23,Alice,North,17,Clothing,1291.91,1528.59,Returning,0.0275,Credit Card,Retail
1009,11/1/23,Bob,South,14,Food,547.79,958.76,Returning,0.0175,Credit Card,Retail
1099,10/13/23,Charlie,North,14,Food,1996.64,2341.47,Returning,0.055,Credit Card,Online
1019,5/24/23,Eve,South,13,Food,3102.73,3202.68,New,0.0225,Cash,Online
1048,1/19/23,Bob,West,7,Clothing,4310.95,4723.2,Returning,0.0125,Credit Card,Retail
1080,1/18/23,Charlie,East,44,Electronics,1763.67,1983.82,New,0.06,Credit Card,Online
1003,9/14/23,Bob,West,15,Clothing,3286.24,3388.84,Returning,0.0225,Credit Card,Retail
1020,3/19/23,Eve,West,19,Food,1783.48,1931.56,Returning,0.0675,Bank Transfer,Retail
1024,6/24/23,Alice,North,43,Clothing,3105.24,3246.33,New,0.0625,Cash,Online
1054,7/13/23,Alice,South,47,Food,4429.8,4694.21,New,0.0625,Bank Transfer,Online
1033,4/23/23,Charlie,East,44,Electronics,1195.22,1320.06,Returning,0.0575,Bank Transfer,Retail
1024,4/24/23,David,North,35,Furniture,2051,2121.55,Returning,0.065,Cash,Retail
1075,8/10/23,Charlie,North,17,Electronics,4966.66,5037.27,Returning,0.06,Bank Transfer,Retail
1072,6/15/23,David,North,35,Electronics,4349.36,4645.17,Returning,0.045,Credit Card,Retail
1036,11/15/23,Bob,West,19,Furniture,2844.97,3215,Returning,0.0225,Credit Card,Retail
1038,5/12/23,Bob,South,20,Clothing,2607.31,2774.86,New,0.0675,Credit Card,Retail
1084,9/21/23,Eve,South,36,Furniture,1458.77,1485.75,New,0.0625,Credit Card,Online
1099,2/24/23,David,East,35,Clothing,2610.19,2682.53,New,0.035,Cash,Retail
1089,12/25/23,Eve,South,32,Clothing,4248.5,4706.7,New,0.0025,Bank Transfer,Retail
1099,5/11/23,Alice,South,48,Food,3441.61,3693.45,Returning,0.0475,Bank Transfer,Online
1025,10/15/23,David,North,44,Food,1485.72,1717.97,New,0.005,Credit Card,Retail
1093,9/23/23,Charlie,North,40,Furniture,1047.25,1075.89,New,0.07,Credit Card,Retail
1018,1/1/24,Alice,West,24,Electronics,1362.78,1729.81,New,0.0725,Bank Transfer,Online
1082,6/11/23,Alice,North,17,Furniture,890.31,1159.06,Returning,0.015,Cash,Retail
1066,3/28/23,Charlie,North,7,Clothing,523.42,632.44,New,0.05,Bank Transfer,Online
1054,2/24/23,Alice,North,43,Food,2124.72,2188.66,Returning,0.0075,Credit Card,Retail
1035,10/15/23,David,North,1,Furniture,610.83,808.69,New,0.055,Credit Card,Online
1080,6/27/23,Eve,West,35,Furniture,900.97,1321.18,Returning,0.025,Cash,Online
1061,12/15/23,Alice,North,32,Food,2759.26,3193.25,New,0.05,Bank Transfer,Online
1041,1/8/23,David,East,36,Food,864.77,1170.16,Returning,0.0275,Cash,Retail
1100,11/17/23,Bob,East,13,Food,366.2,732.69,New,0.01,Cash,Retail
1033,11/9/23,David,East,6,Clothing,1621.07,1687.5,Returning,0.03,Credit Card,Online
1068,9/4/23,Eve,East,14,Food,1140.58,1438.76,Returning,0.0075,Bank Transfer,Online
1033,11/19/23,David,North,37,Electronics,2600.76,2937.57,New,0.0425,Credit Card,Retail
1014,9/12/23,Charlie,East,48,Furniture,556.72,665.07,Returning,0.0025,Bank Transfer,Retail
1021,11/24/23,Eve,North,15,Food,3771.27,4212.55,Returning,0.04,Credit Card,Retail
1048,2/23/23,Bob,West,47,Food,4535.86,4641.41,New,0.0675,Credit Card,Retail
1020,9/6/23,Charlie,East,4,Clothing,3730,3893.6,New,0.0625,Bank Transfer,Retail
1008,8/27/23,David,South,40,Clothing,2687.49,3001.56,Returning,0.065,Bank Transfer,Online
1007,8/17/23,Eve,East,16,Furniture,4310.31,4633.1,New,0.07,Credit Card,Retail
1067,3/8/23,Bob,East,28,Electronics,3489.85,3842.55,New,0.0075,Bank Transfer,Online
1017,2/20/23,Charlie,North,16,Furniture,102.23,167.12,New,0.01,Credit Card,Retail
1033,4/7/23,Bob,East,4,Food,2000.75,2426.99,Returning,0.0425,Bank Transfer,Online
1048,4/2/23,David,South,45,Electronics,4262.21,4533.31,Returning,0.0675,Credit Card,Online
1076,9/21/23,Bob,North,26,Electronics,1762,2002.95,Returning,0.0725,Credit Card,Retail
1059,10/18/23,Alice,North,28,Electronics,224.32,715.06,Returning,0.0025,Credit Card,Online
1086,4/6/23,Charlie,West,32,Electronics,3743.59,4116.38,Returning,0.0275,Cash,Online
1022,3/29/23,Bob,West,45,Furniture,4020.09,4087.91,Returning,0.015,Bank Transfer,Online
1030,3/19/23,David,East,2,Clothing,844.94,1225.64,Returning,0.0575,Credit Card,Online
1038,10/15/23,David,West,31,Clothing,2709.84,2766.51,New,0.0475,Cash,Retail
1051,4/30/23,Bob,West,3,Food,1000.18,1023.64,Returning,0.01,Credit Card,Online
1054,10/29/23,David,West,8,Clothing,3610.21,3817.99,Returning,0.0375,Cash,Retail
1008,6/14/23,Eve,North,24,Clothing,1394.17,1891.02,New,0.0525,Credit Card,Online
1027,7/1/23,Eve,North,15,Clothing,1615.26,1710.95,New,0.0575,Credit Card,Retail
1027,8/11/23,Eve,North,43,Clothing,4232.61,4572.21,New,0.0025,Cash,Retail
1098,11/7/23,Alice,West,31,Food,2407.8,2502.76,Returning,0.0675,Cash,Retail
1021,1/7/23,Bob,North,9,Furniture,3365.28,3730.43,New,0.0425,Bank Transfer,Online
1030,11/26/23,Alice,West,39,Electronics,2041.75,2299.37,Returning,0.06,Bank Transfer,Retail
1097,9/20/23,David,North,45,Clothing,1525.13,1868.32,Returning,0.06,Cash,Retail
1028,6/10/23,Alice,North,2,Furniture,3146.12,3255.53,Returning,0.015,Bank Transfer,Online
1064,5/31/23,David,South,8,Clothing,816.54,1191.9,New,0.0075,Cash,Retail
1097,3/26/23,David,East,7,Clothing,1896.35,2394.2,New,0.055,Bank Transfer,Online
1069,5/27/23,Charlie,West,44,Electronics,1084.73,1420.9,Returning,0.0125,Credit Card,Online
1061,4/22/23,Eve,South,39,Electronics,3494.19,3746,Returning,0.0625,Bank Transfer,Retail
1048,2/5/23,David,North,42,Electronics,4723.83,5186.19,Returning,0.055,Credit Card,Online
1019,10/12/23,Charlie,West,16,Clothing,4977.78,4995.55,New,0.0625,Credit Card,Online
1004,7/7/23,Eve,North,35,Clothing,2278.87,2646.53,Returning,0.0225,Bank Transfer,Online
1035,3/23/23,David,East,30,Clothing,1300.03,1745.52,New,0.0225,Cash,Retail
1064,1/2/23,David,South,10,Electronics,2242.01,2282.23,Returning,0.05,Credit Card,Online
1049,10/30/23,Alice,East,38,Food,4243.98,4474.51,New,0.0025,Credit Card,Online
1017,7/16/23,Alice,South,18,Furniture,1069.73,1180.04,Returning,0.055,Bank Transfer,Online
1044,1/11/23,Eve,North,5,Food,4762.87,5050.46,New,0.0625,Cash,Retail
1092,8/22/23,David,East,29,Clothing,1742.24,2070.52,New,0.03,Cash,Online
1030,7/14/23,Bob,East,39,Clothing,4929.73,5088.02,New,0.0575,Bank Transfer,Retail
1093,4/29/23,Alice,North,34,Food,4201.11,4436.5,New,0.0125,Cash,Online
1046,1/20/23,Eve,East,43,Clothing,4052.42,4199.3,New,0.025,Bank Transfer,Retail
1006,9/18/23,David,West,45,Furniture,1623.63,1814.63,New,0.0725,Bank Transfer,Retail
1099,10/20/23,David,South,23,Clothing,93.45,181.62,Returning,0.075,Bank Transfer,Retail
1037,9/13/23,Bob,South,5,Furniture,1941.56,2385.48,Returning,0.0375,Credit Card,Online
1024,8/10/23,Eve,South,30,Food,1543.96,1558.87,Returning,0.07,Credit Card,Online
1093,8/14/23,David,West,6,Food,235.12,677.5,Returning,0.04,Credit Card,Online
1046,2/22/23,Alice,South,46,Clothing,2551.56,2841.68,New,0.0225,Bank Transfer,Retail
1053,12/21/23,Bob,North,44,Furniture,2045,2217.51,Returning,0.02,Credit Card,Online
1095,12/8/23,Eve,East,4,Clothing,3191.05,3555.35,New,0.07,Credit Card,Online
1099,12/30/23,Bob,West,29,Electronics,3124.87,3383.67,New,0.0125,Credit Card,Retail
1060,10/7/23,Alice,South,23,Electronics,647.7,902.26,New,0.0425,Bank Transfer,Online
1097,3/22/23,Eve,North,6,Electronics,4885.98,4949.95,Returning,0.0425,Bank Transfer,Online
1063,7/21/23,Bob,East,32,Electronics,975.31,1176.17,New,0.055,Bank Transfer,Retail
1085,6/7/23,Charlie,East,42,Clothing,2254.11,2382.23,Returning,0.0375,Credit Card,Retail
1032,4/30/23,Alice,West,18,Electronics,2466.18,2483.87,Returning,0.02,Cash,Online
1087,2/28/23,Alice,West,15,Furniture,4074.66,4261.11,Returning,0.0125,Credit Card,Retail
1033,8/3/23,Alice,West,40,Food,541.19,595.2,Returning,0.0475,Credit Card,Online
1067,5/8/23,Charlie,North,32,Food,2171.79,2307.64,Returning,0.055,Bank Transfer,Online
1018,8/12/23,Charlie,North,9,Electronics,3161.09,3216.42,New,0.0425,Bank Transfer,Online
1025,7/28/23,David,West,37,Electronics,1115.02,1174.48,New,0.055,Credit Card,Online
1095,4/25/23,Bob,South,10,Electronics,3155.97,3263.49,Returning,0.01,Credit Card,Online
1054,7/28/23,David,East,20,Clothing,4622.14,5122.07,New,0.065,Cash,Retail
1058,1/14/23,Bob,East,6,Food,4987.71,4998.78,Returning,0.0425,Cash,Retail
1067,1/9/23,Charlie,North,48,Electronics,210.63,533.58,New,0.01,Bank Transfer,Online
1046,2/9/23,Charlie,East,3,Furniture,1216.16,1295.37,New,0.035,Cash,Retail
1024,8/25/23,David,South,42,Electronics,1586.02,2047.13,New,0.0625,Cash,Retail
1032,10/8/23,Eve,East,11,Food,2025.67,2081.55,New,0.0675,Bank Transfer,Online
1047,12/25/23,David,North,43,Electronics,1249.17,1727.15,New,0.02,Cash,Retail
1086,7/20/23,Bob,North,17,Food,1057.27,1366.62,New,0.0525,Credit Card,Retail
1023,9/3/23,David,South,32,Electronics,4775.04,4785.66,New,0.0075,Cash,Online
1066,10/5/23,Alice,South,4,Furniture,4596.68,5044.74,New,0.0025,Bank Transfer,Online
1027,8/23/23,Bob,East,4,Electronics,282.61,548.25,New,0.0425,Credit Card,Online
1002,1/4/23,Bob,East,17,Furniture,1727.12,1865.83,New,0.0525,Cash,Online
1090,6/3/23,Eve,North,41,Furniture,2055.49,2441.46,New,0.06,Credit Card,Online
1017,1/29/23,Charlie,South,19,Electronics,1233.12,1697.19,New,0.025,Credit Card,Online
1033,4/19/23,Bob,South,5,Furniture,3162.92,3409.93,New,0,Cash,Online
1009,4/8/23,Charlie,South,32,Clothing,3219.88,3384.5,Returning,0.035,Cash,Retail
1043,8/3/23,David,East,22,Electronics,4260,4656.58,New,0,Bank Transfer,Online
1048,10/20/23,Alice,South,6,Electronics,3717.3,4061.37,New,0.0075,Bank Transfer,Retail
1039,3/16/23,Eve,North,35,Furniture,2735.74,3181.23,New,0.025,Credit Card,Retail
1093,11/22/23,Charlie,North,22,Furniture,3285.25,3634.58,New,0.0325,Bank Transfer,Online
1042,5/26/23,Bob,East,1,Electronics,1406.24,1535.57,New,0.02,Credit Card,Retail
1026,5/8/23,Charlie,West,20,Clothing,2985.63,3452.14,New,0.0425,Credit Card,Retail
1099,12/7/23,Bob,East,22,Furniture,2471.67,2533.04,Returning,0.005,Bank Transfer,Retail
1050,2/11/23,Charlie,West,48,Furniture,710.06,851.35,Returning,0.01,Bank Transfer,Online
1025,12/22/23,Bob,South,11,Food,1250.59,1515.49,Returning,0.0525,Bank Transfer,Retail
1024,2/10/23,David,East,13,Clothing,1493.88,1781.09,New,0.01,Cash,Retail
1013,2/3/23,Bob,North,42,Clothing,4625.33,4642.83,New,0.0475,Credit Card,Online
1060,1/17/23,Bob,South,3,Electronics,1190.41,1582.89,New,0.005,Credit Card,Retail
1007,6/14/23,Alice,North,9,Clothing,1481.76,1668.95,Returning,0.03,Credit Card,Retail
1057,6/2/23,Bob,South,12,Electronics,1878.3,2087.45,New,0.0125,Bank Transfer,Retail
1036,3/17/23,Alice,East,23,Food,3335.53,3742.12,New,0.0075,Bank Transfer,Retail
1045,3/28/23,Eve,West,14,Clothing,635.28,831.13,Returning,0.0425,Bank Transfer,Retail
1020,4/27/23,Alice,South,33,Furniture,4772.03,4805.17,Returning,0.07,Bank Transfer,Online
1065,12/28/23,David,West,18,Food,4334.58,4431.04,New,0.005,Bank Transfer,Retail
1008,12/8/23,Alice,South,49,Electronics,2907.22,3385.61,New,0.0325,Cash,Online
1016,1/27/23,Eve,North,41,Food,3386.49,3430.99,New,0.0525,Bank Transfer,Retail
1014,11/9/23,David,North,9,Electronics,132.47,316.39,New,0.035,Credit Card,Online
1076,10/14/23,Charlie,South,23,Food,1727.78,1984.34,Returning,0.06,Bank Transfer,Online
1087,5/14/23,Charlie,West,10,Electronics,3988.52,4240.23,New,0.0125,Credit Card,Online
1015,8/7/23,Alice,East,19,Clothing,433.54,445.48,New,0.0725,Bank Transfer,Retail
1092,6/17/23,Alice,East,47,Furniture,1447.45,1703.02,Returning,0.03,Bank Transfer,Retail
1098,4/8/23,Eve,North,5,Electronics,2947.22,3145.27,New,0.025,Credit Card,Retail
1066,9/25/23,Eve,East,47,Food,1319.24,1805.56,New,0.065,Credit Card,Retail
1032,8/25/23,Bob,North,23,Electronics,4673.19,4761.18,Returning,0.0425,Credit Card,Retail
1087,11/5/23,Eve,East,30,Electronics,698.74,882.28,Returning,0.0375,Credit Card,Online
1063,6/22/23,Bob,South,25,Electronics,3997.1,4212.65,New,0.055,Cash,Online
1086,7/9/23,David,North,28,Food,2564.35,2765.79,Returning,0.0425,Credit Card,Online
1051,5/2/23,Alice,North,34,Furniture,3764.14,4100.4,Returning,0.0125,Bank Transfer,Retail
1025,2/15/23,David,South,45,Clothing,1588.04,1703.64,New,0.05,Bank Transfer,Retail
1058,3/5/23,Eve,North,48,Furniture,2596.72,2715.05,Returning,0.01,Cash,Online
1063,5/10/23,David,East,47,Electronics,4291.33,4658.64,New,0.06,Credit Card,Retail
1062,11/6/23,David,East,25,Food,2361.05,2616.19,New,0.075,Bank Transfer,Retail
1022,12/29/23,David,North,10,Furniture,1830.61,2044.04,New,0.0275,Cash,Online
1058,7/12/23,Eve,East,14,Electronics,2703.97,2796.88,New,0.0325,Bank Transfer,Online
1058,11/3/23,David,West,42,Clothing,3600.95,3702.84,Returning,0.0025,Cash,Retail
1086,6/30/23,Bob,North,46,Clothing,2245.64,2260.81,New,0,Cash,Retail
1049,10/19/23,Eve,South,30,Clothing,4697.44,4752.24,New,0.07,Credit Card,Online
1052,10/9/23,David,West,41,Electronics,1509.98,1792.83,New,0.01,Cash,Retail
1042,1/29/23,Eve,North,25,Food,2403.54,2850.56,New,0.0325,Bank Transfer,Online
1070,5/29/23,Charlie,South,14,Furniture,3796.79,3947.5,Returning,0.06,Bank Transfer,Online
1015,9/24/23,Bob,East,35,Clothing,3461.15,3631.75,Returning,0.0675,Credit Card,Online
1054,10/23/23,David,South,48,Electronics,4325.02,4391.67,Returning,0.04,Credit Card,Retail
1060,1/11/23,Charlie,West,34,Electronics,4984.21,5184.64,New,0.0425,Cash,Online
1097,6/13/23,Charlie,East,10,Furniture,2162.95,2191.19,Returning,0.05,Credit Card,Online
1008,4/23/23,Eve,North,35,Clothing,600.2,1059.82,Returning,0.0725,Bank Transfer,Retail
1053,7/6/23,Charlie,East,11,Electronics,200.56,540.38,New,0.045,Bank Transfer,Online
1060,10/22/23,Bob,North,11,Furniture,3648.04,4143.51,Returning,0.0425,Credit Card,Retail
1005,8/20/23,Bob,North,21,Food,4376.37,4818.95,New,0,Credit Card,Retail
1068,8/15/23,Alice,South,21,Food,1142.53,1384.3,Returning,0.005,Credit Card,Retail
1006,11/6/23,Bob,South,22,Food,834.32,1098.97,Returning,0.0425,Cash,Online
1096,4/8/23,Charlie,South,45,Clothing,357.92,461.3,Returning,0.07,Cash,Online
1094,2/24/23,Bob,West,7,Furniture,4122.38,4358.78,Returning,0.065,Bank Transfer,Retail
1047,4/21/23,Eve,West,17,Furniture,1591.34,2043.82,New,0.0725,Cash,Retail
1099,6/1/23,Alice,South,2,Electronics,2038.4,2073.32,New,0.04,Cash,Retail
1055,9/3/23,Charlie,West,12,Electronics,2538.61,2971.75,Returning,0.06,Cash,Online
1040,3/10/23,Alice,East,42,Electronics,4205.29,4382.35,New,0.0625,Cash,Retail
1052,11/8/23,Charlie,East,18,Furniture,3271.62,3722.38,Returning,0.0475,Bank Transfer,Retail
1016,10/16/23,Eve,West,11,Electronics,3094.57,3565.6,Returning,0.025,Credit Card,Retail
1013,9/7/23,Alice,West,16,Furniture,919.58,1258.3,Returning,0.035,Bank Transfer,Online
1030,2/5/23,David,East,49,Furniture,2590.29,2925.86,Returning,0.065,Cash,Retail
1019,8/27/23,Charlie,North,18,Food,3591.14,3822.99,Returning,0.0225,Credit Card,Online
1017,5/28/23,David,East,35,Electronics,4867.64,5287.05,Returning,0.07,Credit Card,Online
1063,8/15/23,Alice,East,26,Food,1046.96,1528.15,New,0.0175,Credit Card,Retail
1019,9/1/23,David,West,16,Clothing,97.24,487.03,New,0.055,Bank Transfer,Retail
1092,12/3/23,David,East,6,Clothing,422.74,737.49,Returning,0.0475,Credit Card,Retail
1058,12/31/23,Alice,West,44,Clothing,1910.47,2217.8,New,0.055,Bank Transfer,Online
1055,7/20/23,Eve,West,43,Furniture,4111.7,4537.94,Returning,0.0325,Bank Transfer,Online
1090,6/3/23,David,South,47,Furniture,85.35,360.54,New,0.07,Cash,Online
1090,3/14/23,David,East,47,Furniture,2310.82,2714.71,New,0.0475,Cash,Retail
1062,7/20/23,Eve,North,48,Electronics,1679.69,1939.04,New,0.0225,Credit Card,Online
1023,10/23/23,David,South,42,Food,309.78,350.38,Returning,0.0475,Credit Card,Retail
1009,1/17/23,David,West,12,Furniture,2278.67,2476.8,New,0.0225,Cash,Retail
1012,5/9/23,David,West,13,Food,1311.01,1538.79,Returning,0.0225,Bank Transfer,Retail
1001,8/5/23,Bob,North,4,Food,1791.83,1871.22,Returning,0.03,Bank Transfer,Online
1058,3/2/23,Eve,West,39,Food,3542.8,3603.02,Returning,0.065,Cash,Online
1001,4/14/23,David,East,2,Electronics,2631.68,2904.06,New,0.0375,Bank Transfer,Online
1034,2/11/23,Eve,South,26,Electronics,667,718.72,New,0.05,Cash,Retail
1096,1/25/23,Charlie,West,27,Clothing,4809,4967.44,New,0.03,Cash,Online
1048,2/8/23,Charlie,West,27,Clothing,3197.76,3572.61,Returning,0.02,Credit Card,Online
1089,10/18/23,David,North,15,Food,3841.05,4323.62,Returning,0.0725,Credit Card,Retail
1001,5/11/23,Eve,East,8,Clothing,442.11,803.87,New,0.045,Cash,Retail
1016,8/17/23,Eve,West,7,Food,282.94,779.33,Returning,0.07,Credit Card,Online
1061,4/18/23,Eve,North,47,Electronics,146.27,498.46,New,0.015,Cash,Retail
1064,6/21/23,Bob,West,46,Electronics,984.53,1138.49,New,0.01,Bank Transfer,Online
1063,4/12/23,Charlie,North,40,Electronics,2101.32,2440.63,New,0.065,Bank Transfer,Retail
