Letter_ID,Letter_Type,AI_Drafted,AI_Draft_Word_Count,Edits_Required_Count,Reviewer_Time_Minutes,Letter_Approval_Status,Readability_Score,Tone_Alignment_Score,Error_Flag,Claim_Complexity_Index,Model_Confidence_Score,Reviewer_Satisfaction_Score,Revisions_Approved_on_First_Pass
LET-2025-00479,Denial,True,537.0,2,28.1,1,68.2,79.4,False,0.6,0.7,78.6,False
LET-2025-00480,Denial,False,0.0,3,41.8,1,60.5,79.6,False,0.6,0.0,73.6,False
LET-2025-00481,Approval,True,302.1,2,26.8,1,68.6,76.4,False,0.8,0.7,78.8,False
LET-2025-00482,Denial,True,379.3,3,22.9,1,76.6,84.8,False,0.1,0.8,80.6,False
LET-2025-00483,Approval,True,294.1,4,29.2,0,67.6,81.5,False,0.7,0.7,76.8,False
LET-2025-00484,Approval,True,235.3,1,19.0,1,67.5,83.8,True,0.2,0.6,77.0,True
LET-2025-00485,Denial,False,0.0,0,32.6,1,71.5,84.7,False,0.1,0.0,85.8,True
LET-2025-00486,Status Update,False,0.0,2,16.9,1,65.0,81.9,False,0.3,0.0,81.9,False
LET-2025-00487,Approval,False,0.0,1,20.0,1,67.8,85.2,False,0.0,0.0,88.0,True
LET-2025-00488,Denial,False,0.0,3,31.9,0,69.0,84.7,False,0.0,0.0,77.7,False
LET-2025-00489,Denial,False,0.0,1,34.9,1,61.8,83.1,False,0.4,0.0,81.2,True
LET-2025-00490,RFI,True,434.6,2,33.7,1,65.9,79.9,False,0.5,0.6,80.6,False
LET-2025-00491,Denial,True,388.8,2,22.0,1,77.2,84.1,False,0.2,0.9,83.6,False
LET-2025-00492,Status Update,True,201.3,1,23.1,0,64.9,77.9,False,0.9,0.5,76.7,False
LET-2025-00493,Denial,False,0.0,3,35.8,0,69.5,84.4,False,0.2,0.0,80.9,False
LET-2025-00494,Approval,False,0.0,3,32.9,1,65.0,79.1,False,0.6,0.0,79.0,False
LET-2025-00495,RFI,False,0.0,3,31.9,1,67.5,85.0,False,0.3,0.0,87.4,False
LET-2025-00496,Status Update,True,197.5,1,13.3,1,74.9,85.0,False,0.2,0.8,86.4,True
LET-2025-00497,Status Update,False,0.0,1,15.3,1,77.5,83.0,False,0.2,0.0,89.6,True
LET-2025-00498,Approval,False,0.0,4,26.9,1,68.1,81.8,False,0.3,0.0,81.9,False
LET-2025-00499,Denial,True,426.4,4,38.1,0,63.9,78.8,False,0.8,0.6,73.9,False
LET-2025-00500,Approval,False,0.0,0,23.7,1,69.8,85.8,False,0.1,0.0,90.9,True
LET-2025-00501,Approval,False,0.0,3,25.8,0,85.1,83.7,False,0.2,0.0,83.1,False
LET-2025-00502,RFI,True,406.8,1,31.2,1,66.5,80.6,False,0.5,0.7,75.7,True
LET-2025-00503,Denial,True,428.6,2,28.2,1,62.2,83.0,False,0.4,0.7,81.5,False
LET-2025-00504,RFI,True,283.4,4,24.3,0,66.2,84.4,False,0.1,0.7,81.9,False
LET-2025-00505,Approval,True,337.6,0,14.4,0,65.6,84.5,False,0.3,0.6,90.1,False
LET-2025-00506,RFI,True,415.5,3,37.6,1,74.9,81.2,False,0.6,0.7,80.9,False
LET-2025-00507,Denial,True,531.1,5,44.3,1,67.1,77.2,False,0.8,0.8,74.0,False
LET-2025-00508,RFI,True,433.2,1,25.8,1,75.1,84.3,False,0.4,0.7,84.3,True
LET-2025-00509,Status Update,True,252.5,1,16.0,0,59.6,81.4,False,0.6,0.5,81.5,False
LET-2025-00510,Status Update,False,0.0,0,18.6,1,69.8,80.7,False,0.5,0.0,83.4,True
LET-2025-00511,Approval,True,327.4,4,26.2,1,74.9,81.8,False,0.4,0.7,80.7,False
LET-2025-00512,Approval,False,0.0,2,26.5,0,67.5,81.6,False,0.4,0.0,81.7,False
LET-2025-00513,Approval,False,0.0,1,23.1,1,67.2,84.5,False,0.3,0.0,87.6,True
LET-2025-00514,Approval,True,328.3,1,17.9,1,64.1,82.9,False,0.2,0.8,79.9,True
LET-2025-00515,Denial,True,428.9,4,31.1,1,71.4,79.6,False,0.6,0.6,73.8,False
LET-2025-00516,Approval,True,374.5,3,27.6,1,71.9,80.0,False,0.7,0.6,78.2,False
LET-2025-00517,Approval,True,264.0,0,17.7,1,70.3,82.9,True,0.3,0.8,79.4,True
LET-2025-00518,Approval,True,289.0,0,23.9,1,66.2,80.9,False,0.4,0.7,82.9,True
LET-2025-00519,Approval,False,0.0,1,24.2,1,72.9,82.6,False,0.4,0.0,81.2,True
LET-2025-00520,Status Update,False,0.0,4,30.7,1,64.5,80.6,True,0.5,0.0,69.0,False
LET-2025-00521,Denial,True,510.1,2,29.3,0,68.6,80.4,False,0.7,0.4,76.6,False
LET-2025-00522,Approval,True,298.1,2,21.3,1,66.9,82.9,False,0.3,0.8,85.5,False
LET-2025-00523,RFI,True,362.3,1,30.5,1,72.7,81.3,False,0.6,0.7,78.4,True
LET-2025-00524,RFI,False,0.0,2,38.1,1,69.6,81.7,False,0.4,0.0,75.9,False
LET-2025-00525,Denial,True,423.9,4,31.5,0,78.5,84.2,False,0.2,0.7,78.2,False
LET-2025-00526,RFI,False,0.0,2,31.4,1,57.7,84.1,False,0.1,0.0,81.0,False
LET-2025-00527,Approval,True,230.0,2,21.2,1,80.2,84.1,False,0.3,0.7,84.7,False
LET-2025-00528,Denial,True,366.8,0,28.6,1,65.5,83.6,False,0.3,0.7,84.4,True
LET-2025-00529,Denial,True,429.6,0,26.3,1,71.1,84.6,False,0.3,0.7,79.0,True
LET-2025-00530,Status Update,True,182.8,2,19.1,1,71.0,84.9,False,0.2,0.8,82.9,False
LET-2025-00531,Approval,True,250.0,2,27.9,1,64.8,78.2,True,0.8,0.5,70.3,False
LET-2025-00532,Denial,False,0.0,4,41.8,1,68.6,78.3,False,0.6,0.0,76.9,False
LET-2025-00533,Approval,True,298.2,2,21.7,1,70.9,79.7,False,0.5,0.6,74.1,False
LET-2025-00534,Status Update,False,0.0,0,24.4,1,72.1,79.0,False,0.7,0.0,79.7,True
LET-2025-00535,RFI,False,0.0,2,39.9,1,73.3,78.8,False,0.6,0.0,72.0,False
LET-2025-00536,Approval,True,258.2,1,13.6,1,74.7,84.0,False,0.2,0.7,82.6,True
LET-2025-00537,RFI,True,381.8,4,24.5,1,65.5,84.5,False,0.4,0.7,81.1,False
LET-2025-00538,Denial,False,0.0,2,40.2,0,68.0,82.5,False,0.3,0.0,79.3,False
LET-2025-00539,RFI,True,333.8,1,27.8,1,72.2,84.0,False,0.2,0.7,85.5,True
LET-2025-00540,Denial,False,0.0,6,44.6,1,73.4,84.4,False,0.4,0.0,76.0,False
LET-2025-00541,Denial,False,0.0,3,43.3,1,68.6,77.7,False,0.6,0.0,71.9,False
LET-2025-00542,Approval,True,338.1,0,21.0,0,66.9,82.7,False,0.4,0.7,85.2,False
LET-2025-00543,Approval,False,0.0,2,24.2,0,63.2,81.3,False,0.4,0.0,79.5,False
LET-2025-00544,Approval,True,275.2,1,22.7,1,68.4,83.9,False,0.3,0.8,82.9,True
LET-2025-00545,Denial,True,531.4,2,29.4,1,73.5,82.5,False,0.4,0.6,81.5,False
LET-2025-00546,Approval,False,0.0,3,31.5,1,57.5,80.3,False,0.6,0.0,81.2,False
LET-2025-00547,Status Update,False,0.0,2,19.8,1,67.7,83.6,False,0.3,0.0,80.9,False
LET-2025-00548,Approval,False,0.0,3,27.5,0,74.8,79.8,False,0.6,0.0,79.6,False
LET-2025-00549,Denial,False,0.0,2,36.2,1,57.7,81.7,False,0.4,0.0,81.7,False
LET-2025-00550,Approval,True,269.6,0,21.6,1,69.1,79.8,False,0.6,0.7,76.1,True
LET-2025-00551,Approval,True,309.0,3,17.6,1,64.6,83.7,False,0.3,0.7,82.5,False
LET-2025-00552,Approval,True,318.4,0,13.4,1,72.4,83.8,False,0.3,0.7,82.2,True
LET-2025-00553,RFI,True,447.4,2,24.0,1,69.8,81.3,False,0.4,0.6,82.6,False
LET-2025-00554,RFI,True,391.0,5,32.5,1,61.4,80.3,False,0.5,0.7,78.0,False
LET-2025-00555,Approval,False,0.0,3,26.2,1,65.3,82.6,False,0.4,0.0,80.3,False
LET-2025-00556,Status Update,True,201.9,0,10.8,1,71.3,82.0,False,0.3,0.8,80.3,True
LET-2025-00557,Approval,True,237.6,2,19.1,1,63.5,84.9,False,0.2,0.8,84.5,False
LET-2025-00558,Denial,True,334.4,2,28.5,1,73.7,84.3,False,0.4,0.6,81.1,False
LET-2025-00559,RFI,True,385.7,3,30.3,1,73.2,80.3,False,0.4,0.7,78.8,False
LET-2025-00560,Denial,False,0.0,4,44.2,1,61.9,81.4,False,0.4,0.0,75.8,False
LET-2025-00561,Denial,True,377.7,0,26.9,0,62.7,81.4,False,0.4,0.8,82.1,False
LET-2025-00562,RFI,False,0.0,4,36.1,1,71.5,82.2,False,0.3,0.0,80.5,False
LET-2025-00563,Approval,True,304.2,2,16.6,1,69.8,83.2,False,0.2,0.6,85.1,False
LET-2025-00564,RFI,True,287.9,0,24.1,1,75.3,84.0,False,0.1,0.8,83.9,True
LET-2025-00565,Approval,True,271.7,0,17.3,1,76.1,80.5,False,0.4,0.8,82.9,True
LET-2025-00566,Denial,False,0.0,2,44.7,1,66.1,80.3,False,0.6,0.0,74.8,False
LET-2025-00567,Approval,True,242.2,1,18.3,1,71.4,81.5,False,0.4,0.8,87.9,True
LET-2025-00568,Denial,False,0.0,5,51.2,1,68.9,79.5,False,0.8,0.0,69.7,False
LET-2025-00569,Status Update,False,0.0,1,15.7,0,62.3,84.4,False,0.1,0.0,85.0,False
LET-2025-00570,RFI,False,0.0,10,50.4,0,66.6,78.8,False,0.7,0.0,73.9,False
LET-2025-00571,Approval,True,304.7,2,21.0,1,65.6,81.8,False,0.4,0.7,84.3,False
LET-2025-00572,RFI,True,432.3,1,30.3,1,67.8,82.1,False,0.4,0.8,78.0,True
LET-2025-00573,Approval,True,322.9,1,20.7,0,62.0,80.0,False,0.7,0.5,78.6,False
LET-2025-00574,Denial,True,494.8,4,31.6,1,67.3,80.6,False,0.5,0.8,77.4,False
LET-2025-00575,Denial,False,0.0,4,46.3,1,78.5,82.0,False,0.4,0.0,83.8,False
LET-2025-00576,Approval,False,0.0,3,33.3,1,65.7,78.4,False,0.7,0.0,78.1,False
LET-2025-00577,Approval,False,0.0,1,21.4,0,70.1,83.0,False,0.4,0.0,83.0,False
LET-2025-00578,RFI,False,0.0,3,32.3,1,62.8,84.8,False,0.2,0.0,81.6,False
LET-2025-00579,Denial,True,547.6,5,42.3,0,68.1,78.9,False,0.8,0.7,76.5,False
LET-2025-00580,Denial,True,464.2,4,41.0,1,67.2,77.7,False,0.7,0.7,75.2,False
LET-2025-00581,Approval,True,243.2,3,16.3,0,71.4,81.0,False,0.4,0.7,84.0,False
LET-2025-00582,RFI,True,364.1,4,33.4,1,66.4,79.2,False,0.6,0.6,79.4,False
LET-2025-00583,Approval,True,318.4,2,19.0,0,62.4,82.1,False,0.4,0.8,81.9,False
LET-2025-00584,Denial,False,0.0,5,43.1,1,65.6,82.0,False,0.5,0.0,76.7,False
LET-2025-00585,Denial,True,542.3,4,33.4,1,63.6,83.9,False,0.3,0.7,75.0,False
LET-2025-00586,RFI,True,367.6,3,26.1,1,62.2,82.6,False,0.2,0.7,78.8,False
LET-2025-00587,Approval,True,280.1,3,22.0,1,70.6,83.3,False,0.3,0.7,76.8,False
LET-2025-00588,RFI,True,544.2,1,24.5,0,65.0,80.8,False,0.4,0.8,80.9,False
LET-2025-00589,Approval,False,0.0,1,21.1,1,62.3,82.5,False,0.3,0.0,83.5,True
LET-2025-00590,Approval,True,233.8,3,15.2,1,75.8,82.2,False,0.5,0.6,83.7,False
LET-2025-00591,Approval,False,0.0,1,27.8,1,61.6,78.7,False,0.6,0.0,76.2,True
LET-2025-00592,RFI,False,0.0,1,34.8,1,69.2,79.6,False,0.5,0.0,75.5,True
LET-2025-00593,Denial,True,445.8,4,39.4,1,57.7,79.2,False,0.6,0.5,77.3,False
LET-2025-00594,Approval,True,233.5,1,13.3,1,76.9,84.2,False,0.2,0.8,84.3,True
LET-2025-00595,Approval,True,343.0,1,19.7,1,70.9,81.6,False,0.5,0.6,84.9,True
LET-2025-00596,Approval,True,344.5,5,21.0,1,75.1,83.5,False,0.3,0.8,81.4,False
LET-2025-00597,Approval,True,236.8,1,17.8,1,69.3,84.2,False,0.3,0.6,86.9,True
LET-2025-00598,Status Update,False,0.0,0,13.9,1,65.4,85.6,False,0.2,0.0,83.8,True
LET-2025-00599,Approval,True,338.7,1,20.8,1,58.9,81.5,False,0.4,0.8,80.1,True
LET-2025-00600,Approval,False,0.0,3,22.4,1,77.6,84.2,False,0.1,0.0,81.9,False
LET-2025-00601,Approval,False,0.0,4,27.3,1,75.9,83.9,False,0.2,0.0,79.6,False
LET-2025-00602,Approval,True,180.2,2,14.9,1,68.8,87.1,False,0.2,0.8,88.6,False
LET-2025-00603,RFI,False,0.0,2,29.2,1,78.0,85.2,False,0.1,0.0,80.6,False
LET-2025-00604,Denial,False,0.0,8,54.5,1,62.1,78.8,False,0.7,0.0,68.0,False
LET-2025-00605,RFI,False,0.0,7,47.0,0,65.0,79.6,False,0.6,0.0,71.0,False
LET-2025-00606,RFI,False,0.0,3,37.9,1,65.5,82.9,False,0.4,0.0,82.0,False
LET-2025-00607,Approval,True,234.8,3,18.0,1,71.2,81.7,False,0.4,0.6,80.6,False
LET-2025-00608,Approval,True,236.3,0,10.4,1,70.6,84.9,False,0.1,0.8,83.4,True
LET-2025-00609,Approval,True,372.5,0,14.1,1,73.4,83.5,False,0.1,0.8,83.4,True
LET-2025-00610,Denial,False,0.0,1,34.8,1,68.4,83.9,False,0.2,0.0,80.4,True
LET-2025-00611,Approval,True,242.3,1,15.2,1,72.2,80.5,False,0.5,0.6,78.9,True
LET-2025-00612,Approval,True,311.8,0,20.5,1,69.7,81.9,False,0.4,0.7,86.7,True
LET-2025-00613,Status Update,True,189.9,1,13.5,1,70.7,82.0,False,0.4,0.7,81.3,True
LET-2025-00614,Approval,True,263.0,1,13.1,1,75.4,85.4,False,0.1,0.8,82.0,True
LET-2025-00615,Approval,True,358.7,0,23.4,1,61.6,79.3,False,0.6,0.7,76.4,True
LET-2025-00616,Approval,True,312.1,4,28.3,1,69.8,81.0,False,0.6,0.7,81.7,False
LET-2025-00617,Denial,True,502.5,3,37.3,1,74.4,80.1,False,0.7,0.8,77.3,False
LET-2025-00618,Approval,True,254.1,3,23.8,1,62.1,82.9,False,0.4,0.8,83.3,False
LET-2025-00619,Status Update,True,222.1,0,11.6,1,58.9,80.2,False,0.4,0.7,79.5,True
LET-2025-00620,Denial,True,343.9,1,25.4,1,70.0,84.2,False,0.1,0.8,83.8,True
LET-2025-00621,Approval,False,0.0,4,26.9,1,70.8,83.8,False,0.2,0.0,82.6,False
LET-2025-00622,Approval,False,0.0,3,20.3,1,69.5,84.9,False,0.3,0.0,90.3,False
LET-2025-00623,RFI,True,385.8,3,27.8,1,80.3,81.6,False,0.5,0.7,81.2,False
LET-2025-00624,Denial,True,482.7,4,27.8,1,62.4,80.3,False,0.5,0.7,74.3,False
LET-2025-00625,Approval,False,0.0,1,27.2,1,74.2,84.1,False,0.3,0.0,77.1,True
LET-2025-00626,Denial,True,518.7,1,27.1,1,76.7,81.2,False,0.3,0.6,76.0,True
LET-2025-00627,Approval,False,0.0,3,25.5,1,74.9,83.9,False,0.3,0.0,85.0,False
LET-2025-00628,Denial,True,453.8,0,33.5,1,59.2,83.4,False,0.3,0.7,83.3,True
LET-2025-00629,Denial,False,0.0,4,35.9,1,69.3,84.9,False,0.2,0.0,83.6,False
LET-2025-00630,RFI,True,286.2,1,28.0,1,68.9,81.2,False,0.3,0.6,80.4,True
LET-2025-00631,RFI,False,0.0,0,40.8,1,67.6,79.0,False,0.6,0.0,69.3,True
LET-2025-00632,RFI,False,0.0,2,43.7,1,66.0,78.9,False,0.8,0.0,78.0,False
LET-2025-00633,RFI,True,503.4,3,27.4,1,60.4,81.5,False,0.5,0.6,82.7,False
LET-2025-00634,Approval,True,373.3,0,23.1,1,71.7,78.2,False,0.7,0.6,81.0,True
LET-2025-00635,RFI,True,382.4,2,20.2,1,67.7,83.0,False,0.2,0.7,84.3,False
LET-2025-00636,Approval,True,260.0,0,13.9,1,79.3,85.8,False,0.1,0.8,87.5,True
LET-2025-00637,Approval,False,0.0,3,26.2,1,69.5,80.9,False,0.4,0.0,76.6,False
LET-2025-00638,RFI,False,0.0,2,43.7,1,67.6,79.3,False,0.8,0.0,73.9,False
LET-2025-00639,Approval,True,234.7,2,10.4,1,68.5,85.9,False,0.1,0.7,86.3,False
LET-2025-00640,Denial,True,418.4,2,28.2,1,63.8,80.9,False,0.4,0.7,77.3,False
LET-2025-00641,Approval,True,380.8,1,23.4,1,70.2,76.4,False,0.8,0.7,75.7,True
LET-2025-00642,Approval,True,279.6,0,19.9,1,65.2,80.9,False,0.7,0.6,79.0,True
LET-2025-00643,Denial,True,504.8,3,31.5,0,68.9,82.0,False,0.4,0.6,80.4,False
LET-2025-00644,RFI,True,324.4,3,35.0,1,64.0,80.2,False,0.6,0.8,78.9,False
LET-2025-00645,RFI,False,0.0,0,34.9,1,75.3,80.7,False,0.5,0.0,79.0,True
LET-2025-00646,RFI,True,504.2,2,33.8,1,57.1,80.3,False,0.6,0.6,77.5,False
LET-2025-00647,Denial,True,524.2,6,43.7,0,61.0,78.2,False,0.7,0.9,72.8,False
LET-2025-00648,RFI,True,462.7,0,36.4,1,61.6,78.3,False,0.7,0.6,67.9,True
LET-2025-00649,Status Update,True,266.3,0,19.8,1,74.9,76.6,False,0.9,0.6,76.0,True
LET-2025-00650,Status Update,False,0.0,0,21.3,0,67.6,82.5,False,0.3,0.0,80.0,False
LET-2025-00651,Approval,True,387.0,2,19.6,1,65.4,79.0,False,0.6,0.7,76.5,False
LET-2025-00652,Status Update,True,230.7,0,18.5,1,69.0,81.7,False,0.3,0.9,82.7,True
LET-2025-00653,Approval,False,0.0,1,29.0,1,68.7,78.3,False,0.6,0.0,78.4,True
LET-2025-00654,Denial,True,329.8,1,26.6,1,74.4,84.0,False,0.2,0.8,81.9,True
LET-2025-00655,Denial,True,392.6,2,32.1,1,79.5,81.7,False,0.3,0.6,77.3,False
LET-2025-00656,Denial,True,467.2,2,32.3,1,63.5,81.4,False,0.6,0.6,78.2,False
LET-2025-00657,RFI,False,0.0,2,37.4,1,61.2,82.0,False,0.3,0.0,81.8,False
LET-2025-00658,Denial,True,442.5,4,29.9,1,72.4,84.1,False,0.2,0.8,77.7,False
LET-2025-00659,Denial,True,352.4,3,32.2,1,66.2,83.2,False,0.4,0.6,80.8,False
LET-2025-00660,Status Update,True,171.6,0,16.1,1,69.5,82.4,False,0.4,0.6,81.0,True
LET-2025-00661,RFI,True,398.9,0,27.0,1,66.3,82.6,False,0.4,0.5,84.0,True
LET-2025-00662,Approval,True,225.4,2,16.6,1,69.9,85.9,False,0.1,0.8,83.8,False
LET-2025-00663,Approval,False,0.0,5,31.1,1,74.2,83.2,False,0.4,0.0,79.3,False
LET-2025-00664,Denial,False,0.0,2,37.9,1,64.2,84.1,False,0.1,0.0,85.2,False
LET-2025-00665,Denial,True,319.3,3,24.7,0,71.1,81.3,False,0.5,0.5,80.4,False
LET-2025-00666,Approval,True,286.3,2,17.2,1,75.2,84.4,False,0.1,0.8,85.3,False
LET-2025-00667,Approval,False,0.0,3,26.3,1,65.2,80.6,False,0.4,0.0,77.9,False
LET-2025-00668,Denial,True,387.5,1,23.0,1,62.5,83.9,False,0.2,0.8,84.6,True
LET-2025-00669,Approval,False,0.0,2,24.6,1,73.0,83.4,False,0.3,0.0,86.0,False
LET-2025-00670,RFI,False,0.0,4,32.5,1,67.4,84.8,False,0.1,0.0,84.0,False
LET-2025-00671,RFI,True,342.6,2,24.6,1,69.8,82.7,False,0.2,0.8,78.4,False
LET-2025-00672,RFI,False,0.0,2,35.9,1,62.3,82.5,False,0.2,0.0,80.3,False
LET-2025-00673,RFI,True,385.9,1,26.3,0,66.3,84.4,False,0.3,0.7,84.8,False
LET-2025-00674,RFI,True,456.8,3,42.0,0,61.7,80.7,False,0.6,0.7,82.2,False
LET-2025-00675,Status Update,True,187.2,2,23.2,1,68.9,80.4,False,0.7,0.7,81.3,False
LET-2025-00676,Approval,True,313.3,0,13.0,1,66.8,85.4,False,0.1,0.8,88.5,True
LET-2025-00677,Denial,True,284.7,0,28.1,1,71.7,85.5,False,0.2,0.6,86.5,True
LET-2025-00678,Approval,True,339.0,1,26.8,1,65.1,79.7,False,0.7,0.6,83.4,True
LET-2025-00679,RFI,True,406.7,3,28.8,1,64.1,81.4,False,0.4,0.8,77.5,False
LET-2025-00680,Approval,False,0.0,2,25.0,1,71.0,82.0,False,0.3,0.0,78.8,False
LET-2025-00681,RFI,True,329.9,2,27.9,1,78.5,82.6,False,0.5,0.7,81.2,False
LET-2025-00682,Approval,True,347.8,0,29.1,1,67.6,79.9,False,0.7,0.6,76.3,True
LET-2025-00683,Denial,True,407.8,6,30.3,1,75.0,83.6,False,0.3,0.7,84.8,False
LET-2025-00684,RFI,False,0.0,2,38.9,0,74.8,81.6,False,0.4,0.0,82.4,False
LET-2025-00685,Denial,False,0.0,3,52.3,1,63.5,77.3,False,0.7,0.0,75.5,False
LET-2025-00686,Approval,True,326.5,1,20.3,1,67.5,79.2,False,0.6,0.6,80.1,True
LET-2025-00687,Denial,False,0.0,2,46.9,1,59.2,82.9,False,0.5,0.0,80.1,False
LET-2025-00688,RFI,False,0.0,4,41.0,0,64.8,82.4,False,0.4,0.0,79.9,False
LET-2025-00689,Denial,True,525.1,2,31.8,0,59.9,82.0,False,0.4,0.8,76.6,False
LET-2025-00690,Approval,True,291.9,1,14.8,0,66.5,85.3,False,0.2,0.6,87.3,False
LET-2025-00691,Denial,False,0.0,3,49.6,1,74.5,80.5,False,0.8,0.0,73.1,False
LET-2025-00692,Approval,True,310.2,0,11.3,1,70.9,83.2,False,0.2,0.8,75.6,True
LET-2025-00693,Approval,True,327.6,2,14.2,1,63.9,81.4,False,0.2,0.7,82.8,False
LET-2025-00694,RFI,False,0.0,1,28.2,1,74.1,85.3,False,0.1,0.0,82.8,True
LET-2025-00695,Approval,False,0.0,1,34.8,1,60.8,79.4,False,0.6,0.0,76.4,True
LET-2025-00696,Denial,True,441.3,2,33.6,1,67.3,83.3,False,0.4,0.6,83.5,False
LET-2025-00697,Approval,True,291.3,2,19.6,1,68.3,83.8,False,0.2,0.5,86.3,False
LET-2025-00698,RFI,True,294.5,0,23.2,1,77.4,86.1,False,0.2,0.8,89.8,True
LET-2025-00699,Approval,True,382.0,0,18.7,1,68.1,80.6,False,0.6,0.8,82.2,True
LET-2025-00700,RFI,False,0.0,4,49.5,1,64.4,79.0,False,0.7,0.0,74.2,False
LET-2025-00701,Approval,False,0.0,1,33.9,1,57.0,80.2,False,0.6,0.0,80.3,True
LET-2025-00702,RFI,False,0.0,3,29.2,1,68.7,84.8,False,0.1,0.0,82.6,False
LET-2025-00703,Status Update,True,194.1,0,11.0,1,65.4,85.2,False,0.1,0.9,82.2,True
LET-2025-00704,Approval,True,302.8,0,25.8,1,66.2,79.2,False,0.7,0.7,78.6,True
LET-2025-00705,Approval,True,197.3,0,12.1,1,67.3,85.6,False,0.1,0.8,86.8,True
LET-2025-00706,Approval,True,360.3,4,23.6,1,62.8,78.5,False,0.6,0.7,73.4,False
LET-2025-00707,RFI,False,0.0,5,43.3,1,68.7,78.5,False,0.6,0.0,73.2,False
LET-2025-00708,Denial,True,541.4,4,41.6,1,61.5,77.7,False,0.8,0.6,71.5,False
LET-2025-00709,Approval,False,0.0,1,25.5,1,73.2,81.2,False,0.5,0.0,79.2,True
LET-2025-00710,Denial,False,0.0,1,26.7,1,68.9,86.0,False,0.0,0.0,78.9,True
LET-2025-00711,Approval,True,367.2,1,17.4,1,64.6,81.5,False,0.5,0.6,79.0,True
LET-2025-00712,RFI,True,467.6,2,28.9,1,75.8,82.6,False,0.4,0.6,76.5,False
LET-2025-00713,Approval,False,0.0,2,25.5,1,62.5,84.4,False,0.2,0.0,80.8,False
LET-2025-00714,RFI,False,0.0,1,32.0,1,78.3,83.9,False,0.3,0.0,86.8,True
LET-2025-00715,RFI,True,393.4,2,23.6,0,67.9,83.5,False,0.3,0.8,76.6,False
LET-2025-00716,RFI,True,265.8,4,24.1,0,66.7,84.7,False,0.2,0.7,84.1,False
LET-2025-00717,Approval,True,345.6,1,23.7,1,68.6,81.9,False,0.5,0.7,81.2,True
LET-2025-00718,Approval,True,279.6,0,23.9,1,67.3,79.5,False,0.7,0.8,78.6,True
LET-2025-00719,RFI,True,370.9,2,23.0,1,66.3,78.9,False,0.5,0.7,76.3,False
LET-2025-00720,RFI,True,368.1,4,42.8,1,77.7,78.5,False,0.8,0.6,69.3,False
